"No.","Time","Source","Destination","Protocol","Length","Info"
"1670","124.374361","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1671","124.374361","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=760568 Win=262912 Len=0"
"1672","124.374361","35.186.224.40","192.168.61.38","TLSv1.2","78","Application Data"
"1673","124.380513","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1674","124.380514","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=763308 Win=262912 Len=0"
"1675","124.380514","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1676","124.380514","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=766048 Win=262912 Len=0"
"1677","124.380514","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1678","124.382108","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=768788 Win=262912 Len=0"
"1679","124.382109","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1680","124.382109","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=772898 Win=262912 Len=0"
"1681","124.382109","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1682","124.382109","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=775638 Win=262912 Len=0"
"1683","124.382109","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1684","124.382133","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=777008 Win=262912 Len=0"
"1685","124.382133","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1686","124.382133","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=779748 Win=262912 Len=0"
"1687","124.382133","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=782488 Win=262912 Len=0"
"1688","124.382133","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","4184","Continuation Data"
"1689","124.382195","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1690","124.382196","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=786598 Win=262912 Len=0"
"1691","124.382196","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1692","124.382196","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=789338 Win=262912 Len=0"
"1693","124.390696","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1694","124.390696","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=792078 Win=262912 Len=0"
"1695","124.390696","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1696","124.390697","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=794818 Win=262912 Len=0"
"1697","124.394004","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1698","124.394004","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=797558 Win=262912 Len=0"
"1699","124.394004","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1700","124.394004","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=800298 Win=262912 Len=0"
"1701","124.413489","192.168.61.38","35.186.224.40","TCP","60","51926  >  443 [ACK] Seq=141 Ack=121 Win=254 Len=0"
"1702","124.549810","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1703","124.549811","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=803038 Win=262912 Len=0"
"1704","124.549811","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","2814","443  >  52741 [PSH, ACK] Seq=803038 Ack=2828 Win=64128 Len=2740"
"1705","124.549811","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=805778 Win=262912 Len=0"
"1706","124.549811","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1707","124.550092","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=808518 Win=262912 Len=0"
"1708","124.550092","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1709","124.550092","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=812628 Win=262912 Len=0"
"1710","124.550092","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1711","124.550092","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=815368 Win=262912 Len=0"
"1712","124.550092","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1713","124.550171","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=818108 Win=262912 Len=0"
"1714","124.550171","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52741 [ACK] Seq=816738 Ack=2828 Win=64128 Len=1370"
"1715","124.550824","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1716","124.550825","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=820848 Win=262912 Len=0"
"1717","124.550825","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1718","124.550825","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=823588 Win=262912 Len=0"
"1719","124.550825","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1720","124.550825","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=826328 Win=262912 Len=0"
"1721","124.550938","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52741 [ACK] Seq=824958 Ack=2828 Win=64128 Len=1370"
"1722","124.551606","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1723","124.551607","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=829068 Win=262912 Len=0"
"1724","124.551607","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1725","124.551607","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=830438 Win=262912 Len=0"
"1726","124.551607","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1727","124.551607","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=833178 Win=262912 Len=0"
"1728","124.553764","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1729","124.553764","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=835918 Win=262912 Len=0"
"1730","124.553764","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1731","124.553764","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=838658 Win=262912 Len=0"
"1732","124.553765","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1733","124.553797","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=841398 Win=262912 Len=0"
"1734","124.553797","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1735","124.553797","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=844138 Win=262912 Len=0"
"1736","124.553797","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1737","124.553798","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=846878 Win=262912 Len=0"
"1738","124.553798","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1739","124.556355","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1740","124.556356","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=850988 Win=262912 Len=0"
"1741","124.556356","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1742","124.556356","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=853728 Win=262912 Len=0"
"1743","124.556789","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1744","124.556789","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=856468 Win=262912 Len=0"
"1745","124.557225","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=859208 Win=262912 Len=0"
"1746","124.557225","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","2814","[TCP Spurious Retransmission] 443  >  52741 [ACK] Seq=856468 Ack=2828 Win=64128 Len=2740"
"1747","124.557728","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1748","124.557729","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=861948 Win=262912 Len=0"
"1749","124.557729","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1750","124.557729","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=864688 Win=262912 Len=0"
"1751","124.557729","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52741 [ACK] Seq=863318 Ack=2828 Win=64128 Len=1370"
"1752","124.558264","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1753","124.558264","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=867428 Win=262912 Len=0"
"1754","124.558264","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1755","124.558264","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=870168 Win=262912 Len=0"
"1756","124.558264","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52741 [ACK] Seq=868798 Ack=2828 Win=64128 Len=1370"
"1757","124.559088","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1758","124.559088","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=872908 Win=262912 Len=0"
"1759","124.559088","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1760","124.559088","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=875648 Win=262912 Len=0"
"1761","124.559088","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1762","124.559089","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=877018 Win=262912 Len=0"
"1763","124.559538","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1764","124.559539","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=879758 Win=262912 Len=0"
"1765","124.559539","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1766","124.559539","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=882498 Win=262912 Len=0"
"1767","124.560493","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1768","124.560493","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=886608 Win=262912 Len=0"
"1769","124.560493","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1770","124.560493","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=889348 Win=262912 Len=0"
"1771","124.560493","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1772","124.561156","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=890718 Win=262912 Len=0"
"1773","124.561158","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1774","124.561159","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=893458 Win=262912 Len=0"
"1775","124.561159","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1776","124.561755","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=896198 Win=262912 Len=0"
"1777","124.569435","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1778","124.569436","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=898938 Win=262912 Len=0"
"1779","124.569436","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1780","124.569436","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=901678 Win=262912 Len=0"
"1781","124.569437","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1782","124.569749","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=904418 Win=262912 Len=0"
"1783","124.569749","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1784","124.569749","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=907158 Win=262912 Len=0"
"1785","124.570479","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1786","124.570479","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=909898 Win=262912 Len=0"
"1787","124.570479","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1788","124.570479","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=912638 Win=262912 Len=0"
"1789","124.570479","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1790","124.570574","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=915378 Win=262912 Len=0"
"1791","124.571224","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1792","124.571224","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=919488 Win=262912 Len=0"
"1793","124.571224","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1794","124.571224","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=920858 Win=262912 Len=0"
"1795","124.571224","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1796","124.571294","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=923598 Win=262912 Len=0"
"1797","124.572140","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","SSLv2","2814","Encrypted Data, Continuation Data"
"1798","124.572141","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","[TCP ACKed unseen segment] 52741  >  443 [ACK] Seq=2828 Ack=927708 Win=262912 Len=0"
"1799","124.572141","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","1444","[TCP Spurious Retransmission] 443  >  52741 [ACK] Seq=926338 Ack=2828 Win=64128 Len=1370"
"1800","124.573003","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
"1801","124.573003","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=929078 Win=262912 Len=0"
"1802","124.573003","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1803","124.573003","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=931818 Win=262912 Len=0"
"1804","124.573444","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TCP","2814","443  >  52741 [PSH, ACK] Seq=931818 Ack=2828 Win=64128 Len=2740"
"1805","124.573444","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=934558 Win=262912 Len=0"
"1806","124.573852","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","2814","Continuation Data"
"1807","124.573853","2409:4050:2d17:a717:5919:d4b2:62b0:c143","2405:200:1604::312c:7563","TCP","74","52741  >  443 [ACK] Seq=2828 Ack=937298 Win=262912 Len=0"
"1808","124.573853","2405:200:1604::312c:7563","2409:4050:2d17:a717:5919:d4b2:62b0:c143","TLSv1.3","1444","Continuation Data"
